phylum	class	order	family	genus	species
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	Infundibulicybe geotropa
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Infundibulicybe	Infundibulicybe gibba
Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe geophylla
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus hispidus
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus obliquus
Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Irpex	Irpex lacteus
Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Irpiciporus	Irpiciporus pachyodon
Basidiomycota	Agaricomycetes	Polyporales	Ischnodermataceae	Ischnoderma	Ischnoderma benzoinum
Basidiomycota	Agaricomycetes	Polyporales	Ischnodermataceae	Ischnoderma	Ischnoderma resinosum
Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Jackrogersella	Jackrogersella multiformis
Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Kretzschmaria	Kretzschmaria deusta
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Kuehneromyces	Kuehneromyces mutabilis
Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria amethysteo-occidentalis
Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria amethystina
Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria laccata
Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria ochropurpurea
Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria proxima
Ascomycota	Leotiomycetes	Helotiales	Lachnaceae	Lachnum	Lachnum virgineum
Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria	Lacrymaria lacrymabunda
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius alnicola
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius blennius
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius chrysorrheus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius controversus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius deliciosus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius deterrimus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius eucalypti
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius hepaticus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius indigo
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius necator
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius pubescens
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius quietus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius rubidus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius rufus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius torminosus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius turpis
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius xanthogalactus
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus volemus
Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus conifericola
Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus gilbertsonii
Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus portentosus
Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Lasallia	Lasallia papulosa
Ascomycota	Lecanoromycetes	Umbilicariales	Umbilicariaceae	Lasallia	Lasallia pustulata
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora barkmaniana
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora campestris
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecanora	Lecanora chlarotera
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum albostipitatum
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum aurantiacum
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum scabrum
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Leccinum	Leccinum versipelle
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella elaeochroma
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella stigmatea
Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Lentinellus	Lentinellus ursinus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus arcularius
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus brumalis
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus crinitus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus levis
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus substrictus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lenzites	Lenzites betulinus
Ascomycota	Leotiomycetes	Leotiales	Leotiaceae	Leotia	Leotia lubrica
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota cristata
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota magnispora
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	Lepista nuda
Ascomycota	Lecanoromycetes	Pertusariales	Pertusariaceae	Lepra	Lepra amara
Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Lepraria incana
Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Lepraria	Lepraria lobificans
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces ceres
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces erythrocephalus
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Leratiomyces	Leratiomyces percevalii
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia columbiana
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Letharia	Letharia vulpina
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus americanus
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus leucothites
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus birnbaumii
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus cepistipes
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	Leucocoprinus fragilissimus
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Leucopaxillus	Leucopaxillus gentianeus
Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Lichenomphalia	Lichenomphalia chromacea
Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria anthraspis
Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria oregana
Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobaria	Lobaria pulmonaria
Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Lobarina	Lobarina scrobiculata
Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon excipuliforme
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lycoperdon	Lycoperdon marginatum
Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon nigrescens
Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon perlatum
Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon pratense
Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum decastes
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Lysurus	Lysurus mokusin
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota clelandii
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota procera
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Marasmiellus	Marasmiellus candidus
Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius oreades
Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius plicatulus
Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius rotula
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Megacollybia	Megacollybia platyphylla
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Megacollybia	Megacollybia rodmanii
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Melanelixia	Melanelixia subaurifera
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Melanohalea	Melanohalea exasperatula
Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus	Meripilus giganteus
Basidiomycota	Agaricomycetes	Polyporales	Meripilaceae	Meripilus	Meripilus sumstinei
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Microporus	Microporus xanthopus
Ascomycota	Leotiomycetes	Helotiales	Cenangiaceae	Mitrula	Mitrula paludosa
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella americana
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella esculenta
Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella semilibera
Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Mucidula	Mucidula mucida
Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Multiclavula	Multiclavula mucida
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus	Mutinus caninus
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus	Mutinus elegans
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus	Mutinus ravenelii
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena acicula
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena crocata
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena epipterygia
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena galericulata
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena galopus
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena haematopus
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena inclinata
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena interrupta
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena leaiana
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena leptocephala
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena pseudocorticola
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena pura
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	Mycena rosea
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Mycetinis	Mycetinis alliaceus
Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella colorata
Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Myriostoma	Myriostoma coliforme
Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Myxarium	Myxarium nucleatum
Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Naematelia	Naematelia aurantia
Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria cinnabarina
Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Neoantrodia	Neoantrodia serialis
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Neoboletus	Neoboletus erythropus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Neofavolus	Neofavolus alveolaris
Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus lepideus
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Nephromopsis	Nephromopsis nivalis
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Niorma	Niorma chrysophthalma
Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Niveoporofomes	Niveoporofomes spraguei
Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Normandina	Normandina pulchella
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	Omphalotus illudens
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	Omphalotus nidiformis
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Omphalotus	Omphalotus olivascens
Ascomycota	Pezizomycetes	Pezizales	Otideaceae	Otidea	Otidea onotica
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Oxneria	Oxneria fallax
Basidiomycota	Agaricomycetes	Hymenochaetales	Oxyporaceae	Oxyporus	Oxyporus populinus
Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolina	Panaeolina foenisecii
Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus antillarum
Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus papilionaceus
Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus semiovatus
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	Panellus longinquus
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	Panellus mitis
Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	Panellus stipticus
Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Panus	Panus conchatus
Basidiomycota	Agaricomycetes	Polyporales	Panaceae	Panus	Panus neostrigosus
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Paralepista	Paralepista flaccida
Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola plicatilis
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelia	Parmelia saxatilis
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelia	Parmelia sulcata
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelina	Parmelina tiliacea
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmeliopsis	Parmeliopsis ambigua
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmotrema	Parmotrema perlatum
Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus involutus
Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera aphthosa
Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera canina
Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera didactyla
Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera membranacea
Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera praetextata
Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora albobadia
Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora incarnata
Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora quercina
Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora rufa
Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza ammophila
Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza varia
Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Phaeohelotium	Phaeohelotium baileyanum
Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Phaeolepiota	Phaeolepiota aurea
Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Phaeolus	Phaeolus schweinitzii
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Phaeophyscia	Phaeophyscia orbicularis
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Phaeophyscia	Phaeophyscia rubropulchra
Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Phaeotremella	Phaeotremella foliacea
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus hadriani
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus impudicus
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus indusiatus
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus ravenelii
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus	Phallus rugulosus
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinopsis	Phellinopsis conchata
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus gilvus
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus igniarius
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus pomaceus
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus robiniae
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus tremulae
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellopilus	Phellopilus nigrolimitatus
Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia radiata
Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia tremellosa
Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	Phlebopus	Phlebopus marginatus
Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Phleogena	Phleogena faginea
Ascomycota	Lecanoromycetes	Ostropales	Phlyctidaceae	Phlyctis	Phlyctis argena
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota aurivella
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota flammans
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota populnea
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota squarrosa
Basidiomycota	Pucciniomycetes	Pucciniales	Phragmidiaceae	Phragmidium	Phragmidium violaceum
Basidiomycota	Agaricomycetes	Agaricales	Phyllotopsidaceae	Phyllotopsis	Phyllotopsis nidulans
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia adscendens
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia aipolia
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia caesia
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia millegrana
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia stellaris
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physcia	Physcia tenella
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physconia	Physconia distorta
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Picipes	Picipes badius
Ascomycota	Lecanoromycetes	Lecanorales	Cladoniaceae	Pilophorus	Pilophorus acicularis
Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Pisolithus	Pisolithus arhizus
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Platismatia	Platismatia glauca
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Platismatia	Platismatia tuckermanii
Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Pleurocybella	Pleurocybella porrigens
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Pleurosticta	Pleurosticta acetabulum
Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus citrinopileatus
Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus
Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus pulmonarius
Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	Plicaturopsis crispa
Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus cervinus
Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus salicinus
Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Podaxis	Podaxis pistillaris
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Podofomes	Podofomes mollis
Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Podoscypha	Podoscypha petalodes
Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Poeltonia	Poeltonia grisea
Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Polycauliona	Polycauliona polycarpa
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Polyozosia	Polyozosia albescens
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Polyozosia	Polyozosia dispersa
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus brumalis
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus lipsiensis
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus squamosus
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus tuberaster
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Porodaedalea	Porodaedalea pini
Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Poronidulus	Poronidulus conchifer
Ascomycota	Lecanoromycetes	Lecideales	Lecideaceae	Porpidia	Porpidia albocaerulescens
Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia	Postia ptychogaster
Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Protoparmeliopsis	Protoparmeliopsis muralis
Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Protostropharia	Protostropharia semiglobata
Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella piluliformis
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Pseudevernia	Pseudevernia furfuracea
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Pseudoboletus	Pseudoboletus parasiticus
Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Pseudoclitocybe	Pseudoclitocybe cyathiformis
Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Pseudocolus	Pseudocolus fusiformis
Basidiomycota	Agaricomycetes	Auriculariales		Pseudohydnum	Pseudohydnum gelatinosum
Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Pseudoinonotus	Pseudoinonotus dryadeus
Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Pseudoschismatomma	Pseudoschismatomma rufescens
Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Psilocybe	Psilocybe coronilla
Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Psilocybe	Psilocybe cubensis
Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Psilocybe	Psilocybe cyanescens
Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Psilocybe	Psilocybe subaeruginosa
Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia coronata
Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia lagenophorae
Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia malvacearum
Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia podophylli
Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia urticata
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Punctelia	Punctelia borreri
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Punctelia	Punctelia jeckeri
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Punctelia	Punctelia rudecta
Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Punctelia	Punctelia subrudecta
Basidiomycota	Agaricomycetes	Polyporales	Pycnoporellaceae	Pycnoporellus	Pycnoporellus fulgens
Basidiomycota	Agaricomycetes	Agaricales	Radulomycetaceae	Radulomyces	Radulomyces copelandii
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina celastri
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina farinacea
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina fastigiata
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina fraxinea
Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	Ramalina menziesii
Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria stricta
Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Ramariopsis	Ramariopsis kunzei
Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia rubella
Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Retiboletus	Retiboletus ornatipes
Ascomycota	Lecanoromycetes	Rhizocarpales	Rhizocarpaceae	Rhizocarpon	Rhizocarpon geographicum
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia asema
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia butyracea
Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia maculata
Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes cajanderi
Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes	Rhodofomes roseus
Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Rhodotus	Rhodotus palmatus
Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	Rhytisma acerinum
Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	Rhytisma punctatum
Ascomycota	Lecanoromycetes	Peltigerales	Lobariaceae	Ricasolia	Ricasolia quercizans
Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Rickenella	Rickenella fibula
Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Rickenella	Rickenella swartzii
Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula adusta
